id,date_key,date_label,month_number,month_name,day,filename,source_image_path,site_image_path,raw_ocr_text,cleaned_text,author,special_type,include_in_default_archive,needs_review,notes,ocr_default,ocr_crop_gray,ocr_crop_contrast,ocr_color_mask,ocr_chosen_variant
aug-01,08-01,August 1,8,August,1,01_Aug.png,source_images/08_Aug/01_Aug.png,assets/quotes/08_Aug/01_Aug.png,"ouacks. ee the greatest misconception in the
league. There are so many good inside pass
ushers. thed push cecupthing out, and then
the end gets. the sack.
- Clyde Griffiths, Coach, New York Gladiators","Sacks are the greatest misconception in the league. There are so many good inside pass rushers that push everything out, and then the end gets the sack.","Clyde Griffiths, Coach, New York Gladiators",,true,true,,"eS —suoteoftheDay a
league. There ae so many good inside pass
the end. gets the sack’

- Clyde Griffiths, Coach, New York Gladiators","league. [hee we so many good inside pass
ushers that push everything cut, and then
the end gets the sack.
- Clyde Griffiths, Coach, New York Gladiators","league. There we so- many good inside pass
ushers that push everything out, and then
the end gets the sack:
- Clyde Griffiths, Coach, New York Gladiators","ouacks. ee the greatest misconception in the
league. There are so many good inside pass
ushers. thed push cecupthing out, and then
the end gets. the sack.
- Clyde Griffiths, Coach, New York Gladiators",ocr_color_mask
aug-02,08-02,August 2,8,August,2,02_Aug.png,source_images/08_Aug/02_Aug.png,assets/quotes/08_Aug/02_Aug.png,"‘Ecerything goes in cycles in this league.
Teams have mostly fiquied out the cover-2,
so you see more 3-4 defenses. But when
teams figure that cut, yw see them
receding once again.

- Frank Cowperwood, Coach, Detroit MoCats","Everything goes in cycles in this league. Teams have mostly figured out the cover-2, so you see more 3-4 defenses. But when teams figure that out, you'll see them reverting once again.","Frank Cowperwood, Coach, Detroit MoCats",,true,true,,"@ Quote of the Day oO
Teams have mostly figwied out the cover-2,
reverting once again:

- Frank Cowperwood, Coach, Detroit MoCats","‘Ecerything goes in cycles in this league.
Teams have mostly fiquied out the cover-2,
so you see more 3-4 defenses. But when
teams figure that cut, yw see them
receding once again.

- Frank Cowperwood, Coach, Detroit MoCats","“Eoerything goes in cycles in this league.
Teams have mostly figuied out the cover-2Z,
so- you see more 8-4 defenses. But when
teams figure that out, you see them
receding once again.

- Frank Cowperwood, Coach, Detroit MoCats","‘Everything gees. in cycles. in this. league.
leams. have mostly frguied out the covec2,
se you see mow 3-4? defenses. But when
teams figure thed out, youll sce them
weeding Giice agen.

- Frank Cowperwood, Coach, Detroit MoCats",ocr_crop_gray
aug-03,08-03,August 3,8,August,3,03_Aug.png,source_images/08_Aug/03_Aug.png,assets/quotes/08_Aug/03_Aug.png,"‘the only thing 1 ewer wanted to be was. a
professional football player.”
- Tom Brady",The only thing I ever wanted to be was a professional football player.,Tom Brady,,true,true,,"eS _————————siuoteoftheDay Se
‘The only thing 7 ever wanted to be was a
- Tom Brady","‘The only thing 1 ever wanted to he was a
professional foothall player.”
- Tom Brady","‘The only thing T ever wanted to- be was a
- Tom Brady","‘the only thing 1 ewer wanted to be was. a
professional football player.”
- Tom Brady",ocr_color_mask
aug-04,08-04,August 4,8,August,4,04_Aug.png,source_images/08_Aug/04_Aug.png,assets/quotes/08_Aug/04_Aug.png,"‘Grea guedetbacks win genes. and wack
the playoffs, greet teams win playoff
GCUNCS.
- Adam Trask, Pittsburgh Ironmen",Great quarterbacks win games and reach the playoffs; great teams win playoff games.,"Adam Trask, Pittsburgh Ironmen",,true,true,,"co Quote of the Day oO
“Great quedterbacks win games and each
games.”

- Adam Trask, Pittsburgh Ironmen","‘Great qguaderthacks win games and each
games.
- Adam Trask, Pittsburgh Ironmen","‘Great qguvdetbacks win games and each
games.
- Adam Trask, Pittsburgh Ironmen","‘Grea guedetbacks win genes. and wack
the playoffs, greet teams win playoff
GCUNCS.
- Adam Trask, Pittsburgh Ironmen",ocr_color_mask
aug-05,08-05,August 5,8,August,5,05_Aug.png,source_images/08_Aug/05_Aug.png,assets/quotes/08_Aug/05_Aug.png,"‘Talent deteunines what you can do-
Motivation deteumnines what you're willing
to. do. Attitude deteumines how. well you do-
tL LA
- Lou Holtz",Talent determines what you can do. Motivation determines what you're willing to do. Attitude determines how well you do it. ,Lou Holtz,,true,true,,"@ Quote of the Day e@
“Talent deteumines what you can do.
Motivation deteunines what you're willing
to do. Attitude deteumines how. well you do
“a”

- Lou Holtz","‘Talent deteunines what you can do-
Motivation deteumnines what you're willing
to. do. Attitude deteumines how. well you do-
tL LA
- Lou Holtz","‘latent deteumines what you can de.
Motivation determines what you're wiling
to. do. Attitude deteunines how well you do-
iu.”
- Lou Holtz","‘Latent deewnunes. wheat yeu can de.
Motivation ddeunines. whet you've wilting
lo. de. Alldude ddteunines. how. well you do.

- Lou Holtz",ocr_crop_gray
aug-06,08-06,August 6,8,August,6,06_Aug.png,source_images/08_Aug/06_Aug.png,assets/quotes/08_Aug/06_Aug.png,"Ts any fee agent worth $20 million? No.
Never. But t might be worth $20 million to
avotd letting your biggest uval find out
that no free agent is woth more than 15
milion:

- Homer Wells, GM, Minnesota Norsemen",Is any free agent worth $20 million? No. Never. But it might be worth $20 million to avoid letting your biggest rival find out that no free agent is worth more than $15 million.,"Homer Wells, GM, Minnesota Norsemen",,true,true,,"@ Quote of the Day e@
‘Is any free agent worth $20 million? Ne.
Never. But & might be worth $20 million to
avoid letting your biggest ural find out
that no free agent is worth more than 15
millon:
- Homer Wells, GM, Minnesota Norsemen","Ts any fee agent worth $20 million? No.
Never. But t might be worth $20 million to
avotd letting your biggest uval find out
that no free agent is woth more than 15
milion:

- Homer Wells, GM, Minnesota Norsemen","‘Ts any fee agent woth $20 million? No.
Never. Cut &¢ might be wodh $20 milion to
avoid letting your biggest uval find out
that no free agent is woth more than #5
milton”

- Homer Wells, GM, Minnesota Norsemen","Ts. any free agent wedh $20 milton? Ne.
Never. but & might be woth $20 million to.
avoid letting your biggest ueal find oul
thet no fice agent ts wedh mor than YS
millon.

- Homer Wells, GM, Minnesota Norsemen",ocr_crop_gray
aug-07,08-07,August 7,8,August,7,07_Aug.png,source_images/08_Aug/07_Aug.png,assets/quotes/08_Aug/07_Aug.png,"Tnyeucs. we a pod of the game. the
number one goul of a stiength and
conditioning staff ts to bud a proguun
thet will keep players healthy.
- George Milton, GM, St. Louis Stags",Injuries are a part of the game. The number one goal of a strength and conditioning staff is to build a program that will keep players healthy.,"George Milton, GM, St. Louis Stags",,true,true,,"co Quote of the Day Qo
“Inyjwues ave a pat of the game. The
number one goat of a stength and
conditioning staff is to buld a proguam
that wil keep players healthy’
- George Milton, GM, St. Louis Stags","‘Tnyjwues we a pac of the game. Uhe
number one goal of a steength and
conditioning staff is to buld a pogqum
that will keep players healthy’
- George Milton, GM, St. Louis Stags","‘Injwues ave a pwd of the game. the
number one goal of a strength and
conditioning staff is to buld a pogum
that will heep players healthy’
- George Milton, GM, St. Louis Stags","Tnyeucs. we a pod of the game. the
number one goul of a stiength and
conditioning staff ts to bud a proguun
thet will keep players healthy.
- George Milton, GM, St. Louis Stags",ocr_color_mask
aug-08,08-08,August 8,8,August,8,08_Aug.png,source_images/08_Aug/08_Aug.png,assets/quotes/08_Aug/08_Aug.png,"Tf you see a tend and you can't lead a,
you're often beter off trying something
HM. lf CUCTYOHE Wes. LeCCne't
end/linehbackers. so they can play a 3-4,
untess. you have those guys you should be
playing a F-3.

- George F. Babbitt, GM, Arizona Pioneers","If you see a trend and you can't lead it, you're often better off trying something new. If everyone wants tweener end/linebackers so they can play a 3-4, unless you have those guys you should be playing a 4-3.","George F. Babbitt, GM, Arizona Pioneers",,true,true,,"@ Quote of the Day e@
‘Tf you see a tend and you can't lead dt,
end/linebackers so they can play a 3-4,

unless you have those guys you should be
playing a 4-3!
- George F. Babbitt, GM, Arizona Pioneers","Tf gow see a trend and gou cant lead t,
you're often better off trying something
end/linehackews so they can play a 3-4,
unless you have these guys you should be
playing a 4-3""
- George F. Babbitt, GM, Arizona Pioneers","Tf gow see a tend and you cant kad t,
you're often better of f trying something
end/linebackers so- they can play a 3-4,
unless you have these guys you should he
playing a 4-3°
- George F. Babbitt, GM, Arizona Pioneers","Tf you see a tend and you can't lead a,
you're often beter off trying something
HM. lf CUCTYOHE Wes. LeCCne't
end/linehbackers. so they can play a 3-4,
untess. you have those guys you should be
playing a F-3.

- George F. Babbitt, GM, Arizona Pioneers",ocr_color_mask
aug-09,08-09,August 9,8,August,9,09_Aug.png,source_images/08_Aug/09_Aug.png,assets/quotes/08_Aug/09_Aug.png,"“You never think about trying to lose. You
would lose the players. tf you did. When
players. are losing, they ae miseuble. They
aw fighting, scudching, to win because
there ts such a difference in how d feels te
win and lose.

- Anthony Patch, Coach, Washington Landslides","You never think about trying to lose. You would lose the players if you did. When players are losing, they are miserable. They are fighting, scratching, to win because there is such a difference in how it feels to win and lose.","Anthony Patch, Coach, Washington Landslides",,true,true,,"oe Quote of the Day oe
""You never think about tying to lose. You
players ave losing, they ae miseuble. They
there is such w difference in how. tt feels to
- Anthony Patch, Coach, Washington Landslides","""You never think about tuying to lose. You
players wee losing, they we miseuble. They
ae fighting, scutching, to win because
there is such a difference in how tt feels to
win and lose”

- Anthony Patch, Coach, Washington Landslides","""You never think about trying to. lose. You
player we losing, they ae miserable. They
ave fighting, scutching, to win because
win and lose”

- Anthony Patch, Coach, Washington Landslides","“You never think about trying to lose. You
would lose the players. tf you did. When
players. are losing, they ae miseuble. They
aw fighting, scudching, to win because
there ts such a difference in how d feels te
win and lose.

- Anthony Patch, Coach, Washington Landslides",ocr_color_mask
aug-10,08-10,August 10,8,August,10,10_Aug.png,source_images/08_Aug/10_Aug.png,assets/quotes/08_Aug/10_Aug.png,"hiteweptions. can change genes, but 1 dont
core much about whether my defensive
backs. have good hands. 1 want them
prcecuing completions. any way they can.
hiterceptions. aw tecific, but so wre
ineompletions.
- Will Kennicott, Coach, Dallas Lone Stars","Interceptions can change games, but I don't care much about whether my defensive backs have good hands. I want them preventing completions any way they can. Interceptions are terrific, but so are incompletions.","Will Kennicott, Coach, Dallas Lone Stars",,true,true,,"BS — Qusteofthe Day
“Inteweptions can change games, but T don't
backs have good hands. 7 want them

- Will Kennicott, Coach, Dallas Lone Stars","‘Inteweptions can change games, but 1 don’t
backs have good hands.1 want them
preventing completions any way they can.

- Will Kennicott, Coach, Dallas Lone Stars","“Inteweptions can change games, but 1 dont
backs have good hands. 1 want them
preventing completions any way they can.
Intecceptions we tevific, but so ate

- Will Kennicott, Coach, Dallas Lone Stars","hiteweptions. can change genes, but 1 dont
core much about whether my defensive
backs. have good hands. 1 want them
prcecuing completions. any way they can.
hiterceptions. aw tecific, but so wre
ineompletions.
- Will Kennicott, Coach, Dallas Lone Stars",ocr_color_mask
aug-11,08-11,August 11,8,August,11,11_Aug.png,source_images/08_Aug/11_Aug.png,assets/quotes/08_Aug/11_Aug.png,"Coaches. watch a feu. minutes. of tape, ge
fo. cnr all-star game and a couple of
workouts, spend seme tine with thetr

fuends and they have all the answers after
a month of work. Most of them fall in
love with players. for all the wong
(CUSGIS..
- Doremus Jessup, GM, New England Colonials","Coaches watch a few minutes of tape, go to an all-star game and a couple of workouts, spend some time with their friends and they have all the answers after a month of work. Most of them fall in love with players for all the wrong reasons.","Doremus Jessup, GM, New England Colonials",,true,true,,"oe Quote of the Day oe
“Coaches watch a few minutes of tape, go
to an all-stav game and a couple of
ends and they have all the answers after
a month of work. Most of them fall in
- Doremus Jessup, GM, New England Colonials","‘Coaches watch a few. minutes of tape, go-
to an all-star game and a couple of
Fadend Gene
a month of work. Most of them fall in
love with players for all the wong
- Doremus Jessup, GM, New England Colonials","‘Coaches watch a few. minutes of tape, go-
to an all-stav game and a couple of
workouts, spend some time with thet

friends and they have all the answers after
a month of work. Most of them fall in
love with players for all the wong
- Doremus Jessup, GM, New England Colonials","Coaches. watch a feu. minutes. of tape, ge
fo. cnr all-star game and a couple of
workouts, spend seme tine with thetr

fuends and they have all the answers after
a month of work. Most of them fall in
love with players. for all the wong
(CUSGIS..
- Doremus Jessup, GM, New England Colonials",ocr_color_mask
aug-12,08-12,August 12,8,August,12,12_Aug.png,source_images/08_Aug/12_Aug.png,assets/quotes/08_Aug/12_Aug.png,"Many coaches. can coach, but they cant
teach. there's. a df ference. leachers. educate
thiough a process. Coaches. often holler
and pout and sewam. Mayers don't
wespond well to holleang, and you don't see
much deeclopment in these places.

- Mitt Dagget, GM, New Orleans Delta Rays","Many coaches can coach, but they can't teach. There's a difference. Teachers educate through a process. Coaches often holler and point and scream. Players don't respond well to hollering, and you don't see much development in those places.","Milt Dagget, GM, New Orleans Delta Rays",,true,true,,"S&S uate of theDay a as
“Many coaches can coach, but they can’t
teach. There's a difference. Teachers educate
though a process. Coaches often holler
and point and scream. Players don’t
respond well to holleing, and you don’t see
much development in those places”

- Milt Dagget, GM, New Orleans Delta Rays","“Many coaches can coach, but they can't
teach. Uhere’s a difference. teachers educate
though a process. Coaches often holler
and point and scream. Players don’t
respond well te holleung, and you don’ see
much development in those places.

- Milt Dagget, GM, New Orleans Delta Rays","“Many coaches can coach, but they can’t
teach. There's a difference. leachers educate
though a process. Coaches often holler
and point and scweam. Players don't
respond well to holleung, and you dent see
much development in those places:

- Milt Dagget, GM, New Orleans Delta Rays","Many coaches. can coach, but they cant
teach. there's. a df ference. leachers. educate
thiough a process. Coaches. often holler
and pout and sewam. Mayers don't
wespond well to holleang, and you don't see
much deeclopment in these places.

- Mitt Dagget, GM, New Orleans Delta Rays",ocr_color_mask
aug-13,08-13,August 13,8,August,13,13_Aug.png,source_images/08_Aug/13_Aug.png,assets/quotes/08_Aug/13_Aug.png,"‘Thete's a lot of pwuty in this league. Since
we wealigned 12 years age, only 29 teams
have had more than 12 wins dwung the
regular season. Even more amazing ts that
those 29 teams have accounted for only
32 playoff victoues:

- Mac McLeod, League Statistician","There's a lot of parity in this league. Since we've realigned 12 years ago, only 29 teams have had more than 12 wins during the regular season. Even more amazing is that those 29 teams have accounted for only 32 playoff victories.","Mac McLeod, League Statistician",,true,true,,"oe Quote of the Day oe
‘There's w lot of pwuty in this leaque. Since
we wealigned 12 yeurs ago, only 29 teams
have had more than 12 wins dwing the
32 playoff vitor
- Mac McLeod, League Statistician","‘Thete's a lot of pwuty in this league. Since
we wealigned 12 years age, only 29 teams
have had more than 12 wins dwung the
regular season. Even more amazing ts that
those 29 teams have accounted for only
32 playoff victoues:

- Mac McLeod, League Statistician","‘Thete's a lot of pwuty in this league. Since
we tealigned 12 years age, only 29 teams
have had more than 12 wins dwing the
regular season. Even more amazing ts that
those 29 teams have accounted for only

- Mac McLeod, League Statistician","‘Cher’s. a lot of pouty in this. league. Stree
we wattgned 12 years. age, only 29 teams
have had more than 12 wins. deung the
wegular season. Even more amazing ts. thet
those 29 teams. have accounted for only
S2 playoff victowes.

- Mac McLeod, League Statistician",ocr_crop_gray
aug-14,08-14,August 14,8,August,14,14_Aug.png,source_images/08_Aug/14_Aug.png,assets/quotes/08_Aug/14_Aug.png,"Monday mouing ts the winter of our
discontent.
- Donald Kenyon Hill, Poet Laureate of Football",Monday morning is the winter of our discontent.,"Donald Kenyon Hill, Poet Laureate of Football",,true,true,,"@ Quote of the Day =)
hk ”
- Donald Kenyon Hill, Poet Laureate of Football","“Monday moming ts the winter of owr
- Donald Kenyon Hill, Poet Laureate of Football","“Monday mowing is the winter of owt
- Donald Kenyon Hill, Poet Laureate of Football","Monday mouing ts the winter of our
discontent.
- Donald Kenyon Hill, Poet Laureate of Football",ocr_color_mask
aug-15,08-15,August 15,8,August,15,15_Aug.png,source_images/08_Aug/15_Aug.png,assets/quotes/08_Aug/15_Aug.png,"Jind one or twe in the league at any tune,
can beat you inside with power, outside
uth speed, and has the lateral quickness to-
chase to the sideline and downfield. He can
hold the point and stop the wn
- Benji Steinberg, Coach, Baltimore Nightwings","The complete defensive end, and you might find one or two in the league at any time, can beat you inside with power, outside with speed, and has the lateral quickness to chase to the sideline and downfield. He can hold the point and stop the run.","Benj Steinberg, Coach, Baltimore Nightwings",,true,true,,"eS __————————siuoteoftheDay Se
‘The complete defensive end, and you might
Sind one ov two in the league at any time,
with speed, and has the lutewl quickness to
chase to the sideline and downfield. He can
hold the point and stop the un:
- Benji Steinberg, Coach, Baltimore Nightwings","‘The complete defensive end, and you might

Jind one ov twe in the league at any time,

with speed, and has the lateral quickness to

chase to the sideline and downfield. He can
hold the point and stop the wn:

- Benji Steinberg, Coach, Baltimore Nightwings","Jind one or twe in the league at any tune,
can beat you inside with power, outside
uth speed, and has the lateral quickness to-
chase to the sideline and downfield. He can
hold the point and stop the wn
- Benji Steinberg, Coach, Baltimore Nightwings","‘Che complete defensive end, and you might
find one or two in the league at any tne,
con beat you inside with power, outside
ath speed, and has. the ldeutl quickness. t
chase to the sideline and downfield. He can
held the point and stop the wn.

- Benj Steinberg, Coach, Baltimore Nightwings",ocr_crop_contrast
aug-16,08-16,August 16,8,August,16,16_Aug.png,source_images/08_Aug/16_Aug.png,assets/quotes/08_Aug/16_Aug.png,"Pie football ts. the nuctecr warfare. Chere
ave no winners, only suwiverts.~
- Frank Gifford","Pro football is like nuclear warfare. There are no winners, only survivors.",Frank Gifford,,true,true,,"es Quote of the Day es
ae no winners, only swwiors.”
- Frank Gifford","‘Pw. football is tke nuclear wavfwe. Chere
ae no winners, only swwwor.”
- Frank Gifford","Pw. football is the nuclear warfwe. There
ate no winners, only swwworw.”
- Frank Gifford","Pie football ts. the nuctecr warfare. Chere
ave no winners, only suwiverts.~
- Frank Gifford",ocr_color_mask
aug-17,08-17,August 17,8,August,17,17_Aug.png,source_images/08_Aug/17_Aug.png,assets/quotes/08_Aug/17_Aug.png,"Th the past, coaches. would help cover up
a players. indiscretions. off the field. People
awe finally willing te accept the winning
isnt enough. You have to win and feet
good about the people aound you as. well.

- Nick Carraway, Coach, Buffalo Snow Riders","In the past, coaches would help cover up a player's indiscretions off the field. People are finally willing to accept that winning isn't enough. You have to win and feel good about the people around you as well.","Nick Carraway, Coach, Buffalo Snow Riders",,true,true,,"@ Quote of the Day e@
“In the past, coaches would help cover up
a players indiscretions off the field. People
isn't enough. You have to win and feel
good about the people wound you as well:
- Nick Carraway, Coach, Buffalo Snow Riders","Tn the past, coaches would help cover up
ae finally willing to- accept that winning
isn’t enough. You have to. win and feel
good about the people wwund you as well”

- Nick Carraway, Coach, Buffalo Snow Riders","‘In the past, coaches would help cover up
ave finally wilting to accept that winning
isn't enough. You have to win and feel
good about the pecple wwund you as well

- Nick Carraway, Coach, Buffalo Snow Riders","Th the past, coaches. would help cover up
a players. indiscretions. off the field. People
awe finally willing te accept the winning
isnt enough. You have to win and feet
good about the people aound you as. well.

- Nick Carraway, Coach, Buffalo Snow Riders",ocr_color_mask
aug-18,08-18,August 18,8,August,18,18_Aug.png,source_images/08_Aug/18_Aug.png,assets/quotes/08_Aug/18_Aug.png,"‘O@ you wet te upgude your offensive
line? Find a quaderback whe cen get the
ball out. so quickly thet ne one will notice
how bad they ate.
- Eugene Witla, Coach, Jacksonville Cougars",Do you want to upgrade your offensive line? Find a quarterback who can get the ball out so quickly that no one will notice how bad they are.,"Eugene Witla, Coach, Jacksonville Cougars",,true,true,,"@ Quote of the Day c=)
line? Find a queaterhack whe can get the
how bad they ate.

- Eugene Witla, Coach, Jacksonville Cougars","""Do. you want to upgude your of fenstie
fine? Find a qguvdethack who. can get the
how bad they we’
- Eugene Witla, Coach, Jacksonville Cougars","""De. you want to upgrade your of fensite
line? Find a quarterback whe. can get the
how bad they we.
- Eugene Witla, Coach, Jacksonville Cougars","‘O@ you wet te upgude your offensive
line? Find a quaderback whe cen get the
ball out. so quickly thet ne one will notice
how bad they ate.
- Eugene Witla, Coach, Jacksonville Cougars",ocr_color_mask
aug-19,08-19,August 19,8,August,19,19_Aug.png,source_images/08_Aug/19_Aug.png,assets/quotes/08_Aug/19_Aug.png,"‘Kathew than just putting ancther guy on
the team, we're trying to make swe whoever
we add wil add something.”

- Ted Thompson","Rather than just putting another guy on the team, we're trying to make sure whoever we add will add something.",Ted Thompson,,true,true,,"@ Quote of the Day c=)
""Rather than just putting ancther guy on
the team, we've tuying to make sure whoever
we add wil add something.”

- Ted Thompson","‘Kathew than just putting ancther guy on
the team, we're trying to make swe whoever
we add wil add something.”

- Ted Thompson","‘Kathew than just putting ancthev guy on
the team, we're tying to. make swe whoever
we add wil add something.”

- Ted Thompson","‘Kather than just putting ancther guy on
the team, we've trying (6 make sure whoever
we add wil add something. ~

- Ted Thompson",ocr_crop_gray
aug-20,08-20,August 20,8,August,20,20_Aug.png,source_images/08_Aug/20_Aug.png,assets/quotes/08_Aug/20_Aug.png,"‘Tor a gene manages, choosing a
guadetback ts. « lot like life would be f
you were forwees 16, and the ducers. test
was wulten tn Sanskul on the back of 7

cocktad napkin dipped in napatin.

- Cass Timberlane, GM, Cincinnati Tigers","For a general manager, choosing a quarterback is a lot like life would be if you were forever 16, and the driver's test was written in Sanskrit on the back of a cocktail napkin dipped in napalm.","Cass Timberlane, GM, Cincinnati Tigers",,true,true,,"@ Quote of the Day c=)
""Tor a genewl manager, choosing a
queterback is a lot like life would be of
you were forever 16, and the duvev's test
was weuitten in Sanskut on the back of a

- Cass Timberlane, GM, Cincinnati Tigers","‘Tor a genewl manager, choosing a
qguwtetback is a lot tke life would he if
you were forever 16, and the duver's test
was wutten in Sanskut on the back of a

- Cass Timberlane, GM, Cincinnati Tigers","‘Fou a genewl manager, choosing a
guotethack is a lot tke life would he if
you were forever 16, and the duvevs test
was wutten in Sanskut on the back of a

- Cass Timberlane, GM, Cincinnati Tigers","‘Tor a gene manages, choosing a
guadetback ts. « lot like life would be f
you were forwees 16, and the ducers. test
was wulten tn Sanskul on the back of 7

cocktad napkin dipped in napatin.

- Cass Timberlane, GM, Cincinnati Tigers",ocr_color_mask
aug-21,08-21,August 21,8,August,21,21_Aug.png,source_images/08_Aug/21_Aug.png,assets/quotes/08_Aug/21_Aug.png,"As. | leek back on my career, (in proud
of only one thing: Tm told my name was
always. on the lips of cur opponent's
defensive coordineder the week before a
geune.

- Gary Lambert, New Jersey Meteorites","As I look back on my career, I'm proud of only one thing: I'm told my name was always on the lips of our opponent's defensive coordinator the week before a game.","Gary Lambert, New Jersey Meteorites",,true,true,,"@ Quote of the Day c=)
""As 1 lock back on my caver, 1m proud
always on the lips of owt opponent's
defensive coordinator the week before a
game:

- Gary Lambert, New Jersey Meteorites","‘As 1 look back on my cwer, 1m proud
of only one thing: Tm teld my name was
always on the lips of our opponent's
defensive coordinator the week before a
game.

- Gary Lambert, New Jersey Meteorites","""As 1 look back on my caer, !m proud
of onty one thing: Tm told my name was
always on the lps of cur opponents
defensive coordinator the week before a
game.

- Gary Lambert, New Jersey Meteorites","As. | leek back on my career, (in proud
of only one thing: Tm told my name was
always. on the lips of cur opponent's
defensive coordineder the week before a
geune.

- Gary Lambert, New Jersey Meteorites",ocr_color_mask
aug-22,08-22,August 22,8,August,22,22_Aug.png,source_images/08_Aug/22_Aug.png,assets/quotes/08_Aug/22_Aug.png,"Tf a team can put eight or nine in the box
and not worvy about you beating them with
the pass, you can have Supeunan himself
at wnning back and & wont matter a bit:

- Frank Cowperwood, Coach, Detroit MoCats","If a team can put eight or nine in the box and not worry about you beating them with the pass, you can have Superman himself at running back and it won't matter a bit.","Frank Cowperwood, Coach, Detroit MoCats",,true,true,,"co Quote of the Day Qo
‘Tf a team can put eight ov nine tn the box
and not worry about you beating them with
the pass, you can have Supeunan himself
at wnning back and it won't matter a bit!
- Frank Cowperwood, Coach, Detroit MoCats
|","Tf a team can put eight or nine in the box
and not worvy about you beating them with
the pass, you can have Supeunan himself
at wnning back and & wont matter a bit:

- Frank Cowperwood, Coach, Detroit MoCats","Tf a team can put eight or nine in the box
and not wory about you beating them with
the pass, you can have Supeunan himself
at wnning back and ¢ went matter a bit’

- Frank Cowperwood, Coach, Detroit MoCats","Tf a team con put eight 6 nine in the box
and not weey abou you beating them with
the pass, you can have Supeunan himself
al wnuung back and & wont meter a bite
- Frank Cowperwood, Coach, Detroit MoCats",ocr_crop_gray
aug-23,08-23,August 23,8,August,23,23_Aug.png,source_images/08_Aug/23_Aug.png,assets/quotes/08_Aug/23_Aug.png,"T can spend hous breaking down a teams
tendencies at every down and distance. But
wuuung games means puttirg teams uv
positions where everyone has to thiow the
ball. 1 might get one good play call cut of
lewming tendencies. hey change.
Uhivd-and-ten does not change.

- Hurston Wood, Coach, Seattle Cyberhawks",I can spend hours breaking down a team's tendencies at every down and distance. But winning games means putting teams in the positions where everyone has to throw the ball. I might get one good play call out of learning tendencies. They change. Third-and-ten does not change.,"Hurston Wood, Coach, Seattle Cyberhawks",,true,true,,"oe Quote of the Day oe
‘T can spend hours breaking down wa team’s
tendencies at every down and distance. But
positions where everyone has to thw the
ball. 7 might get one good play call out of
lewining tendencies. They change.
Third-and-ten does not change:
- Hurston Wood, Coach, Seattle Cyberhawks","T can spend hours breaking down a tean’s
tendencies at eevy down and distance. but
wuuung games means puttirg teams uv
positions where everyone has to thiow the
ball. 1 might get one good play call out of
lewming tendencies. (hey change.
Uhivd-and-ten does not change:

- Hurston Wood, Coach, Seattle Cyberhawks","T can spend hous breaking down a teams
tendencies at every down and distance. But
wuuung games means puttirg teams uv
positions where everyone has to thiow the
ball. 1 might get one good play call cut of
lewming tendencies. hey change.
Uhivd-and-ten does not change.

- Hurston Wood, Coach, Seattle Cyberhawks","T can spend hours. breaking dows a team’s
lfendencies. atl every down and distance. bul
wuuung genes mets puttuig teams ut
positions where cveryone has. te thiow the
ball. | might get one good play call out of
lewming tendencies. they change.
Chicd-and-ten does. not change.

- Hurston Wood, Coach, Seattle Cyberhawks",ocr_crop_contrast
aug-24,08-24,August 24,8,August,24,24_Aug.png,source_images/08_Aug/24_Aug.png,assets/quotes/08_Aug/24_Aug.png,"Hs easter to know whe to block when you
aw facing a four-man front, and that
ultimately taunstetes. to- better quaderback

- Clyde Griffiths, Coach, New York Gladiators","It's easier to know who to block when you are facing a four-man front, and that ultimately translates to better quarterback play.","Clyde Griffiths, Coach, New York Gladiators",,true,true,,"co Quote of the Day Qo
‘It's easter to know who to block when you
ae facing a four-man front, and that
ultimately tunslates to better quoderback
play!
- Clyde Griffiths, Coach, New York Gladiators","‘Tés easter toe know whe to block when you
ae facing a four-man front, and that
ultimately tumslates to better quwdethack
play:

- Clyde Griffiths, Coach, New York Gladiators","‘lés easter to know who to block when you
ave facing a four-man front, and that
ultimately translates to. better quoderback
play:

- Clyde Griffiths, Coach, New York Gladiators","Hs easter to know whe to block when you
aw facing a four-man front, and that
ultimately taunstetes. to- better quaderback

- Clyde Griffiths, Coach, New York Gladiators",ocr_color_mask
